Date,Close/Last,Volume,Open,High,Low
03/12/2025,$194.23,30409730,$196.215,$199.98,$192.4527
03/11/2025,$190.09,42153250,$188.05,$195.6155,$185.345
03/10/2025,$184.45,44217120,$189.60,$191.978,$180.43
03/07/2025,$194.96,74528860,$187.73,$195.48,$181.56
03/06/2025,$179.45,56864100,$181.04,$186.83,$177.61
03/05/2025,$191.58,25644540,$191.86,$194.08,$187.10
03/04/2025,$187.48,37910480,$189.215,$193.95,$180.48
03/03/2025,$187.37,37435600,$204.00,$204.06,$184.53
02/28/2025,$199.43,39747250,$195.76,$201.19,$193.15
02/27/2025,$197.80,27572890,$217.28,$219.25,$197.40
02/26/2025,$212.94,21368300,$206.91,$213.54,$206.00
02/25/2025,$202.54,33100810,$207.00,$208.6425,$200.92
02/24/2025,$207.93,33050430,$218.60,$219.48,$207.54
02/21/2025,$218.66,24883560,$225.65,$227.75,$215.63
02/20/2025,$226.74,16104000,$228.645,$228.98,$222.75
02/19/2025,$228.73,16375490,$227.85,$229.0653,$224.40
02/18/2025,$228.53,26080550,$230.10,$232.20,$224.3001
02/14/2025,$233.04,16988780,$234.53,$235.74,$228.90
02/13/2025,$235.80,20962030,$236.06,$236.95,$230.7276
02/12/2025,$236.35,16397340,$230.355,$236.48,$230.00
02/11/2025,$235.04,18476200,$232.48,$237.89,$229.9739
02/10/2025,$235.04,23901640,$227.43,$235.82,$227.12
02/07/2025,$224.87,22117470,$235.00,$235.65,$224.11
02/06/2025,$231.36,21169530,$234.50,$234.80,$228.56
02/05/2025,$232.00,29250580,$233.94,$237.9299,$227.50
02/04/2025,$222.43,23768520,$219.35,$223.03,$215.30
02/03/2025,$217.73,24507270,$215.46,$220.9377,$213.51
01/31/2025,$221.27,41150980,$219.66,$226.80,$216.30
01/30/2025,$215.66,42449480,$218.57,$221.96,$213.70
01/29/2025,$206.35,32533740,$208.84,$211.45,$202.77
01/28/2025,$207.36,50315990,$208.01,$209.95,$198.89
01/27/2025,$202.13,90569380,$213.40,$218.43,$196.23
01/24/2025,$244.70,25387830,$244.70,$249.59,$241.91
01/23/2025,$240.28,17653940,$238.41,$240.40,$236.12
01/22/2025,$240.91,29610500,$246.75,$246.99,$240.69
01/21/2025,$240.31,30903190,$241.50,$242.75,$237.40
01/17/2025,$237.44,31196640,$237.08,$238.10,$232.66
01/16/2025,$229.41,23471870,$235.22,$238.60,$229.21
01/15/2025,$228.00,21745620,$228.55,$230.34,$225.58
01/14/2025,$224.70,18143120,$226.57,$230.26,$223.10
01/13/2025,$225.29,23772090,$219.99,$229.26,$219.51
01/10/2025,$224.31,23864010,$227.30,$227.83,$221.25
01/08/2025,$229.31,18756490,$229.70,$232.47,$226.06
01/07/2025,$228.64,25928610,$239.50,$239.50,$227.60
01/06/2025,$236.41,34028380,$236.50,$241.75,$233.30
01/03/2025,$232.55,24973190,$233.59,$236.4893,$229.00
01/02/2025,$231.98,31525830,$236.155,$239.50,$230.2425
12/31/2024,$231.84,17927720,$235.88,$237.46,$231.31
12/30/2024,$235.58,27316800,$234.695,$238.77,$231.62
12/27/2024,$241.75,29282230,$245.64,$245.78,$236.3532
12/26/2024,$245.36,28537540,$240.00,$247.28,$237.60
12/24/2024,$239.68,22827190,$240.115,$240.228,$234.80
12/23/2024,$232.35,40643780,$226.69,$233.3994,$225.13
12/20/2024,$220.79,131910400,$220.36,$230.29,$218.91
12/19/2024,$218.32,40845170,$227.91,$228.05,$217.58
12/18/2024,$223.62,53960100,$239.41,$239.85,$219.22
12/17/2024,$240.23,70382130,$240.65,$242.47,$233.80
12/16/2024,$250.00,111623200,$231.79,$251.88,$230.81
12/13/2024,$224.80,121336600,$213.90,$228.70,$211.11
12/12/2024,$180.66,46967170,$180.93,$182.00,$175.99
12/11/2024,$183.20,41295180,$180.01,$184.87,$176.4296
12/10/2024,$171.81,27762630,$177.81,$178.50,$169.73
12/09/2024,$178.94,20886310,$178.95,$180.7933,$176.0209
12/06/2024,$179.53,27830830,$170.10,$180.68,$169.3301
12/05/2024,$170.47,18489990,$170.75,$172.3981,$169.20
12/04/2024,$170.56,32748250,$173.44,$175.39,$168.56
12/03/2024,$168.15,17024430,$164.48,$168.27,$164.03
12/02/2024,$166.51,21472440,$162.95,$168.3797,$162.75
11/29/2024,$162.08,11024010,$159.57,$162.69,$159.08
11/27/2024,$159.67,19722720,$163.20,$163.20,$157.54
11/26/2024,$164.74,16308770,$164.60,$166.37,$162.69
11/25/2024,$164.82,26850590,$165.395,$167.225,$162.89
11/22/2024,$164.23,17332470,$164.30,$164.9092,$162.40
11/21/2024,$163.94,24835250,$166.25,$166.34,$160.60
11/20/2024,$163.25,17196730,$165.54,$165.54,$160.86
11/19/2024,$165.35,18003400,$166.66,$166.80,$164.31
11/18/2024,$165.67,17870330,$165.66,$166.3463,$162.22
11/15/2024,$164.84,20836160,$168.47,$169.135,$163.43
11/14/2024,$170.38,20638860,$174.77,$175.57,$169.87
11/13/2024,$173.58,17472510,$174.705,$175.5926,$172.60
11/12/2024,$176.22,15861980,$178.90,$179.56,$173.20
11/11/2024,$178.91,17036660,$183.40,$183.63,$176.8201
11/08/2024,$183.64,13503150,$182.99,$185.05,$181.83
11/07/2024,$183.81,18970580,$181.9853,$184.8722,$181.79
11/06/2024,$179.55,24300760,$179.63,$180.21,$175.96
11/05/2024,$173.90,13441750,$170.05,$174.40,$170.05
11/04/2024,$168.55,13621310,$169.28,$172.45,$168.42
11/01/2024,$168.92,17847040,$168.26,$171.3255,$167.50
10/31/2024,$169.77,26086590,$174.45,$174.45,$167.38
10/30/2024,$176.64,17911490,$177.47,$179.19,$175.62
10/29/2024,$179.24,23702340,$172.435,$180.23,$171.2101
10/28/2024,$172.02,13195830,$173.00,$173.9728,$171.345
10/25/2024,$173.00,19977680,$174.19,$176.796,$172.72
10/24/2024,$171.35,20485170,$174.26,$174.30,$169.50
10/23/2024,$173.51,19513710,$177.585,$178.98,$172.57
10/22/2024,$179.38,12062650,$178.66,$180.69,$177.41
10/21/2024,$179.99,13695150,$179.38,$181.7199,$178.25
10/18/2024,$179.89,17835250,$182.32,$182.71,$178.68
10/17/2024,$181.53,25232430,$181.37,$185.51,$180.69
10/16/2024,$176.82,15285050,$178.51,$179.25,$175.33
10/15/2024,$175.98,27657530,$180.79,$181.70,$173.3652
10/14/2024,$182.31,17195820,$183.30,$184.9517,$180.13
10/11/2024,$181.48,23070020,$181.14,$182.59,$177.40
10/10/2024,$185.69,16317970,$183.56,$186.31,$182.53
10/09/2024,$185.95,25504060,$179.24,$186.42,$176.42
10/08/2024,$180.73,20774190,$175.42,$181.60,$174.89
10/07/2024,$175.08,15588330,$174.82,$178.31,$173.86
10/04/2024,$176.64,17941390,$176.30,$176.8998,$172.60
