Date,Close/Last,Volume,Open,High,Low
03/12/2025,$109.13,14051500,$109.05,$110.13,$108.42
03/11/2025,$109.16,19904740,$111.92,$112.10,$108.785
03/10/2025,$111.80,22749070,$109.275,$112.565,$109.08
03/07/2025,$109.02,19624970,$108.41,$110.40,$108.30
03/06/2025,$107.62,17150230,$105.43,$108.11,$104.36
03/05/2025,$105.44,24822250,$105.84,$106.33,$103.67
03/04/2025,$107.54,19394910,$106.36,$108.96,$105.94
03/03/2025,$107.76,18706880,$111.70,$112.1563,$106.51
02/28/2025,$111.33,18821670,$110.11,$111.58,$109.34
02/27/2025,$110.15,15293170,$110.01,$111.29,$109.28
02/26/2025,$109.46,10446410,$109.74,$109.87,$108.52
02/25/2025,$109.73,14496960,$111.30,$112.13,$108.8902
02/24/2025,$111.27,13153470,$110.925,$111.86,$110.32
02/21/2025,$110.69,14709990,$111.32,$111.85,$110.56
02/20/2025,$112.00,16325800,$110.57,$112.42,$109.95
02/19/2025,$110.30,10964700,$110.755,$112.13,$110.055
02/18/2025,$110.14,20060300,$108.63,$110.99,$108.32
02/14/2025,$108.24,15733530,$108.52,$110.23,$108.10
02/13/2025,$108.13,15459950,$107.15,$108.41,$106.52
02/12/2025,$107.35,18244120,$110.05,$110.2269,$107.18
02/11/2025,$111.67,12713130,$111.60,$112.51,$110.82
02/10/2025,$110.97,12142200,$110.005,$111.03,$109.875
02/07/2025,$108.89,10051630,$108.78,$109.7304,$108.32
02/06/2025,$108.43,13411400,$110.77,$111.05,$107.985
02/05/2025,$109.88,13364390,$109.74,$110.01,$109.10
02/04/2025,$109.96,14835690,$106.705,$110.28,$106.53
02/03/2025,$107.09,14623200,$106.64,$107.30,$105.3225
01/31/2025,$106.83,20381450,$110.55,$110.55,$106.095
01/30/2025,$109.57,14346340,$109.24,$109.85,$108.70
01/29/2025,$108.67,12345520,$107.71,$108.78,$107.47
01/28/2025,$108.04,15862030,$110.41,$110.87,$107.79
01/27/2025,$110.17,15926670,$109.01,$110.4506,$108.39
01/24/2025,$108.66,14235890,$110.24,$110.71,$108.41
01/23/2025,$110.15,13726780,$110.31,$111.1425,$109.61
01/22/2025,$109.53,15718010,$111.20,$111.57,$109.40
01/21/2025,$111.47,20416290,$112.05,$112.175,$111.1305
01/17/2025,$112.32,19298500,$111.03,$112.8651,$110.82
01/16/2025,$111.32,10366590,$111.19,$111.69,$110.55
01/15/2025,$111.51,14521100,$110.05,$111.73,$109.47
01/14/2025,$109.72,11191180,$108.79,$109.76,$107.83
01/13/2025,$109.29,17073400,$107.125,$109.63,$107.125
01/10/2025,$106.54,19304500,$108.70,$110.10,$105.78
01/08/2025,$106.93,17858110,$107.31,$107.71,$106.01
01/07/2025,$108.75,12625890,$108.94,$110.06,$108.28
01/06/2025,$107.74,15623680,$108.24,$109.78,$107.52
01/03/2025,$107.86,14237890,$108.00,$108.49,$107.46
01/02/2025,$107.31,12685450,$108.275,$109.00,$106.88
12/31/2024,$107.57,12387760,$106.17,$107.90,$105.78
12/30/2024,$105.76,11080770,$106.30,$106.56,$105.51
12/27/2024,$106.48,11943910,$106.30,$107.99,$105.77
12/26/2024,$106.49,9653408,$106.52,$107.03,$105.94
12/24/2024,$106.40,7806997,$106.52,$107.19,$105.70
12/23/2024,$106.30,12285080,$105.31,$106.60,$104.92
12/20/2024,$105.87,40141150,$105.45,$106.135,$104.84
12/19/2024,$105.51,20565560,$107.39,$107.67,$105.21
12/18/2024,$106.42,17114540,$107.57,$108.83,$106.31
12/17/2024,$108.01,17554000,$107.235,$108.17,$106.7869
12/16/2024,$108.47,20256090,$110.20,$110.40,$108.16
12/13/2024,$110.84,13106080,$111.899,$111.899,$110.25
12/12/2024,$111.82,14543260,$111.59,$112.38,$110.78
12/11/2024,$111.92,32392240,$112.00,$112.39,$111.11
12/10/2024,$112.67,20990940,$113.585,$113.88,$111.75
12/09/2024,$112.90,17412570,$114.64,$114.94,$112.745
12/06/2024,$113.57,16171070,$114.54,$114.77,$113.50
12/05/2024,$114.78,15751200,$114.71,$115.62,$114.06
12/04/2024,$114.28,19520580,$117.50,$117.55,$113.8612
12/03/2024,$117.67,11756570,$118.72,$118.72,$117.255
12/02/2024,$117.85,12687320,$118.05,$118.20,$116.82
11/29/2024,$117.96,9426499,$117.44,$118.50,$116.95
11/27/2024,$117.66,11079120,$118.09,$118.73,$117.43
11/26/2024,$117.97,14827330,$119.53,$119.68,$117.845
11/25/2024,$119.97,26580300,$121.43,$121.88,$119.61
11/22/2024,$121.79,13323430,$121.82,$123.21,$121.64
11/21/2024,$121.93,14675420,$121.08,$122.5547,$120.27
11/20/2024,$120.32,11360930,$119.17,$120.47,$118.64
11/19/2024,$118.63,11584380,$119.75,$119.75,$118.20
11/18/2024,$120.31,14243700,$119.79,$120.62,$119.27
11/15/2024,$119.31,19051710,$120.40,$121.24,$119.13
11/14/2024,$120.56,13041850,$121.66,$121.88,$120.33
11/13/2024,$121.47,15127880,$120.565,$122.05,$118.80
11/12/2024,$120.35,11972800,$121.13,$121.31,$119.8365
11/11/2024,$120.47,11969660,$121.00,$121.62,$120.07
11/08/2024,$121.11,12835970,$120.98,$121.42,$119.66
11/07/2024,$121.15,12184430,$121.30,$121.50,$119.61
11/06/2024,$121.00,20807680,$121.145,$121.91,$119.30
11/05/2024,$118.96,10436740,$119.08,$119.21,$118.01
11/04/2024,$118.61,14965430,$116.07,$118.70,$115.93
11/01/2024,$114.95,20939320,$119.93,$119.95,$114.84
10/31/2024,$116.78,20511980,$117.15,$118.67,$116.68
10/30/2024,$116.69,12303740,$117.66,$118.27,$116.48
10/29/2024,$117.28,14731020,$118.58,$119.1719,$117.0701
10/28/2024,$118.90,11844550,$116.79,$119.01,$116.77
10/25/2024,$119.49,10714580,$120.20,$120.43,$119.315
10/24/2024,$119.59,9905556,$120.00,$120.44,$119.125
10/23/2024,$120.27,8320330,$119.97,$120.75,$119.40
10/22/2024,$120.70,9201408,$120.26,$121.19,$119.94
10/21/2024,$120.08,10177780,$120.98,$121.48,$119.72
10/18/2024,$120.01,12898640,$120.44,$120.64,$119.15
10/17/2024,$120.35,11204860,$120.76,$121.58,$119.71
10/16/2024,$120.66,8426770,$120.89,$121.435,$120.60
10/15/2024,$120.35,15771320,$120.82,$121.95,$119.78
10/14/2024,$124.08,9808122,$123.24,$124.26,$122.615
10/11/2024,$123.61,8294839,$123.10,$124.0339,$122.94
10/10/2024,$123.14,10243320,$123.16,$123.7013,$122.29
10/09/2024,$122.09,11144860,$120.90,$122.5799,$120.80
10/08/2024,$122.04,14818480,$123.88,$124.02,$121.26
10/07/2024,$125.37,15714440,$125.25,$126.34,$124.86
10/04/2024,$124.83,19759210,$123.20,$125.19,$122.43
10/03/2024,$122.58,16524330,$121.90,$123.17,$120.929
10/02/2024,$121.52,17129680,$121.93,$122.82,$120.20
10/01/2024,$119.93,23235880,$116.04,$120.60,$115.93
09/30/2024,$117.22,13250660,$115.46,$117.39,$114.96
09/27/2024,$115.82,15963970,$113.76,$116.09,$113.25
09/26/2024,$112.80,16887910,$111.14,$113.48,$111.14
09/25/2024,$114.77,13816040,$116.485,$117.05,$114.04
09/24/2024,$117.05,11984860,$117.84,$118.16,$116.83
09/23/2024,$117.36,16066290,$115.33,$117.793,$115.12
