Snowy Owl,0,0,0,61,29,7,13,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Barred Owl,75,49,62,45,34,38,41,28,45,61,41,71,76,66,79,185,89,102,16,14,6,9,3,6,5,5,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long-eared Owl,0,0,0,4,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short-eared Owl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Saw-whet Owl,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
owl sp.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belted Kingfisher,58,32,21,23,6,5,6,9,19,12,8,7,4,0,12,30,13,15,0,0,0,0,0,0,1,1,4,10,4,3,17,30,16,12,12,32,50,67,45,18,20,14,8,27,20,24,14,21
Yellow-bellied Sapsucker,64,49,46,65,31,45,32,24,32,63,40,132,144,88,128,107,43,31,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,126,285,220,229,170,94,50,61,68,65,53,69,69
Red-headed Woodpecker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-bellied Woodpecker,173,130,150,175,116,127,118,90,131,216,157,276,272,290,363,686,671,610,468,311,94,56,29,36,31,19,21,27,35,26,65,70,98,145,133,180,140,164,141,131,98,88,69,98,57,56,63,87
Downy Woodpecker,158,100,130,154,113,105,125,94,134,194,138,254,275,260,346,504,368,362,293,178,41,29,22,33,33,15,31,46,33,29,80,81,105,159,137,178,126,141,121,117,111,75,84,106,58,76,74,102
Hairy Woodpecker,17,12,17,32,7,15,14,7,13,28,18,29,24,26,31,25,23,26,22,23,2,4,5,4,4,1,1,6,8,4,9,12,12,14,8,15,14,15,7,18,12,12,13,12,6,10,13,7
Downy/Hairy Woodpecker,5,1,1,2,1,2,2,0,4,3,2,1,2,5,2,4,3,5,8,4,1,1,1,0,1,0,0,1,0,0,3,1,2,1,3,3,1,4,0,1,0,0,1,1,1,0,0,2
Pileated Woodpecker,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Flicker,18,19,7,15,7,10,6,10,12,31,18,224,305,262,404,557,501,358,284,186,60,48,24,33,34,25,34,46,47,32,75,103,129,215,265,351,230,184,160,114,79,42,31,37,26,17,20,18
woodpecker sp.,0,4,2,1,1,0,2,1,0,1,0,3,8,4,5,5,5,2,1,0,1,1,3,1,0,1,0,0,2,0,0,0,1,1,1,2,3,0,4,4,0,0,0,0,0,0,0,2
American Kestrel,32,20,19,17,16,13,8,9,13,25,13,32,17,17,32,83,67,34,32,17,10,7,6,10,6,5,21,19,13,13,15,22,33,49,48,77,55,54,101,55,51,43,23,31,22,16,18,24
Merlin,3,5,7,16,2,3,3,5,1,6,2,5,2,3,0,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,6,7,18,9,7,2,2,1,1,0,0,2
Peregrine Falcon,82,52,31,40,52,35,23,29,26,26,15,39,29,24,37,68,40,45,35,31,6,4,3,8,5,9,8,13,6,7,2,22,8,32,36,42,13,38,56,41,37,37,27,47,23,28,16,20
small falcon sp.,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,1,0,1,0,1,0,0,0,0,1
falcon sp.,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,4,1,2,1,1,1,1,0
diurnal raptor sp.,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,1,0,1,1,2,0,0,0,4,1,0,0,1
Monk Parakeet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,3,0,3,0,1,1,0,0,1,0
Olive-sided Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,32,48,3,0,0,0,0,0,0,0,0,2,0,1,3,34,11,2,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Wood-Pewee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,180,201,47,8,1,3,3,6,1,1,1,0,15,27,81,196,131,144,80,30,3,0,0,0,0,0,0,0,0,0
pewee sp. (Contopus sp.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellow-bellied Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,8,0,0,0,0,0,0,0,0,0,0,2,31,33,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Acadian Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alder Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willow Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Least Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,52,47,17,0,0,0,0,0,0,0,1,2,7,8,6,18,42,19,18,2,2,0,0,0,0,0,0,0,0,0,0
Empidonax sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,14,16,30,1,0,0,0,0,0,1,0,2,2,14,11,24,53,17,10,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Phoebe,0,2,0,0,0,0,0,0,0,32,21,190,236,72,42,10,15,5,2,9,0,1,0,0,0,0,2,0,0,2,2,3,7,22,75,208,245,184,162,93,71,4,1,1,0,1,1,1
Great Crested Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,176,168,174,123,37,11,5,10,5,0,3,0,3,1,14,20,51,94,23,3,0,0,1,0,0,0,0,0,0,0,0,0
Tyrannus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Kingbird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,74,124,207,150,31,21,10,15,18,14,19,41,42,38,36,36,32,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
White-eyed Vireo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,55,61,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,1,1,0,0,0,0,0,0,0,0,0
Yellow-throated Vireo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,101,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Blue-headed Vireo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,397,431,277,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,55,47,79,70,33,17,7,2,3,0,0,0,0
Philadelphia Vireo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Warbling Vireo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,344,273,336,206,66,47,21,32,12,9,18,10,13,5,21,36,46,59,16,1,2,2,0,0,0,0,0,0,0,0,0,0
Philadelphia/Warbling Vireo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Red-eyed Vireo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,70,105,419,275,45,6,4,2,2,0,1,3,2,5,27,49,141,241,123,128,37,14,1,0,0,0,0,0,0,0,0,0
vireo sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Blue Jay,286,218,253,303,216,238,185,174,190,320,230,479,467,496,542,932,892,833,689,496,166,115,95,106,92,88,104,122,122,119,190,268,254,352,339,475,378,386,348,344,261,228,143,183,133,121,124,182
American Crow,91,68,73,137,55,59,54,74,96,110,94,157,97,115,148,290,224,202,119,124,45,25,19,24,14,16,20,29,26,19,32,45,26,46,66,102,121,110,78,120,88,59,36,77,45,43,43,60
Fish Crow,10,7,4,10,3,3,4,7,7,6,13,39,28,28,62,85,53,58,33,44,13,18,8,21,17,23,19,18,9,3,14,10,1,5,1,6,3,1,2,5,5,5,1,6,4,3,6,3
American/Fish Crow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,4,4,5,3,6,1,4,1,0
crow sp.,4,3,1,4,0,3,1,6,5,6,9,16,11,6,18,33,37,18,13,12,6,8,7,7,9,9,5,15,5,6,3,10,4,5,3,9,8,5,4,10,6,4,1,5,0,3,6,4
Common Raven,20,13,12,13,9,9,7,8,7,8,7,18,7,7,9,12,15,17,5,3,2,2,3,1,2,0,0,1,3,3,1,11,5,17,6,44,14,23,24,30,31,16,14,29,16,13,4,7
crow/raven sp.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,1,0,0
Black-capped Chickadee,246,185,217,257,182,181,179,150,194,295,209,354,305,103,78,127,91,49,78,49,9,2,2,5,2,3,2,1,3,1,14,4,1,4,2,8,2,3,1,4,5,1,1,3,4,1,1,1
Tufted Titmouse,176,141,213,221,185,204,173,137,122,193,148,260,249,253,285,320,154,75,38,31,8,4,7,8,5,2,2,4,4,2,6,5,6,9,3,6,7,6,1,4,1,0,4,1,0,2,1,1
Horned Lark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,2,0,0
Purple Martin,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tree Swallow,0,0,0,0,0,0,0,0,0,0,0,12,5,9,21,46,65,83,52,46,12,19,7,22,9,7,4,8,5,5,0,2,0,2,2,0,1,0,1,3,0,1,0,0,0,0,0,0
Bank Swallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barn Swallow,0,0,0,0,0,0,0,0,0,0,0,0,1,3,26,88,158,237,139,207,87,73,43,70,42,46,50,103,71,44,52,46,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliff Swallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swallow sp.,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,10,12,4,7,4,2,3,2,1,0,0,0,0,3,1,3,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Ruby-crowned Kinglet,5,10,8,12,7,3,3,0,3,6,8,32,108,201,384,662,610,253,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,46,221,351,320,325,295,190,59,22,33,41,23,19,23
Golden-crowned Kinglet,2,0,0,0,0,0,0,0,0,4,4,186,164,55,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,112,206,165,220,176,149,60,19,25,14,13,22,11
Red-breasted Nuthatch,9,2,3,8,1,6,6,3,6,5,5,18,25,11,22,183,169,70,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,3,27,4,8,22,23,29,6,5,5,9,3,1
White-breasted Nuthatch,151,94,132,147,97,98,112,80,104,184,132,210,219,141,187,263,208,181,120,54,14,5,6,8,7,5,1,6,10,7,23,28,29,35,29,40,26,28,27,25,24,16,18,24,20,24,25,14
Brown Creeper,27,17,19,19,12,11,18,11,16,15,11,77,134,32,72,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,88,97,112,145,70,76,37,24,32,25,32,32,21
Blue-gray Gnatcatcher,0,0,0,0,0,0,0,0,0,0,0,0,3,6,54,155,204,102,14,0,0,0,0,0,0,0,0,0,1,0,17,5,24,31,1,1,2,0,0,5,1,0,0,0,1,0,0,0
House Wren,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,212,375,172,54,32,8,5,4,3,0,3,6,4,2,7,11,7,36,68,78,114,65,64,26,11,2,0,0,0,1,0,0,0
Winter Wren,16,11,12,18,10,5,7,7,11,14,4,17,25,3,26,21,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,69,74,63,91,92,78,28,15,21,9,8,11,8
Marsh Wren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,4,14,27,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,6,1,1,14,16,1,1,0,0,0,0,0,0
Carolina Wren,64,44,50,77,50,45,38,33,51,61,62,99,70,88,91,137,130,172,95,69,29,21,12,19,12,18,22,30,36,18,38,52,63,69,68,98,73,83,53,66,55,41,23,41,36,30,34,34
wren sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,6,2,5,1,1,0,0,1,0,0,1,1
European Starling,213,171,177,210,141,167,140,188,185,322,237,528,477,532,585,934,984,962,780,596,228,191,157,198,142,135,150,198,160,128,193,329,272,332,331,419,342,305,287,311,226,197,138,176,123,146,135,178
Gray Catbird,10,11,8,9,4,7,4,10,23,14,6,6,2,1,9,374,1040,1003,704,482,152,111,75,114,88,79,103,124,115,105,194,264,259,352,309,460,344,306,177,146,72,30,23,17,15,11,18,3
Brown Thrasher,0,2,1,0,2,5,11,0,2,6,2,8,27,5,18,64,75,22,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7,38,96,51,42,13,2,1,0,0,0,3,2,1,1
Northern Mockingbird,109,81,68,120,46,75,62,54,82,111,107,207,143,130,185,237,205,223,162,150,81,67,48,66,44,60,58,98,80,48,66,148,106,123,125,186,174,174,150,151,99,74,44,95,67,63,62,85
Eastern Bluebird,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,17,1,5,0,0,0,0
Veery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,360,351,195,68,1,0,0,0,1,0,0,0,0,0,3,41,124,168,58,43,5,0,0,1,0,0,0,0,0,0,0,0
Gray-cheeked Thrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,31,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,36,10,1,1,0,0,0,0,0,0,0,0,0
Swainson's Thrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,70,122,337,233,9,0,0,0,0,0,0,0,0,0,0,2,56,213,174,196,133,81,30,2,0,0,0,0,0,0,0,0
Hermit Thrush,17,15,15,19,9,17,11,8,6,16,8,26,95,111,363,721,640,258,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,57,143,260,361,219,107,73,65,45,37,25,33
Catharus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,16,9,0,0,0,0,0,0,0,0,0,0,0,2,6,9,5,13,4,2,1,2,0,0,0,0,0,0,0,0
Wood Thrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,127,408,331,143,78,24,18,13,14,6,10,7,16,19,4,8,12,31,86,50,71,44,17,2,2,0,0,0,0,1,0,0,0
American Robin,216,155,150,190,114,106,94,141,173,375,302,617,571,616,694,1111,1094,1076,887,629,236,198,169,197,146,135,159,212,156,148,251,309,333,420,388,507,402,375,354,391,293,219,177,199,135,125,131,161
thrush sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,4,0,1,0,0,0,0,0
Cedar Waxwing,6,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5,28,239,283,111,58,33,53,27,19,21,21,17,7,23,28,36,91,66,78,49,19,20,7,27,24,67,48,37,36,21,7
House Sparrow,338,259,317,384,276,339,282,276,302,444,320,601,525,555,693,1065,1061,1069,851,652,244,230,184,228,171,176,212,269,210,182,246,394,335,397,361,502,427,417,356,489,366,272,223,334,244,222,223,282
American Pipit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,7,1,3,5,0,2,0,9
Evening Grosbeak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,63,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House Finch,115,71,69,86,64,74,82,54,81,159,77,138,137,118,199,233,200,195,143,132,42,26,25,25,19,15,15,22,30,24,31,49,41,73,73,98,89,67,73,63,71,56,39,43,46,55,62,55
Purple Finch,3,2,0,0,0,0,0,0,0,0,0,0,1,3,18,77,92,11,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,1,10,13,0,2,8,0,0,0,0
House/Purple Finch,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Common Redpoll,1,0,0,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Siskin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
American Goldfinch,90,50,48,55,58,55,64,42,71,112,71,164,156,129,194,457,448,322,131,45,17,14,7,19,10,16,22,40,36,27,53,74,60,75,63,72,46,49,28,22,21,26,34,45,27,34,17,14
Spinus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
finch sp.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0
Lapland Longspur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Snow Bunting,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Grasshopper Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0
Chipping Sparrow,4,3,2,3,16,6,1,5,7,17,7,35,78,181,268,374,378,176,29,3,2,1,1,0,0,0,0,0,1,2,1,0,4,0,5,25,62,107,114,157,89,43,21,6,6,13,0,1
Clay-colored Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,2,14,1,0,0,0,0,0,0,0
Field Sparrow,0,1,0,0,12,2,2,0,3,1,1,8,41,63,67,90,45,31,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,41,47,65,28,3,2,0,1,0,0,0
Lark Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Tree Sparrow,15,5,3,3,31,30,21,14,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,4,2,0
Fox Sparrow,36,10,8,12,35,28,15,10,23,92,49,74,21,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,36,39,37,50,25,18
Dark-eyed Junco,72,29,41,81,85,80,56,37,81,234,163,277,205,186,207,65,13,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,32,86,175,233,289,246,169,127,159,106,63,45,29
White-crowned Sparrow,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,19,125,102,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,53,42,35,12,0,0,0,0,0,0,0
White-throated Sparrow,293,206,245,317,231,243,203,202,228,351,245,493,462,495,606,1012,985,812,287,117,25,4,2,8,6,2,3,2,2,3,25,32,13,28,58,289,368,394,422,536,400,295,235,316,248,215,194,226
Vesper Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,22,11,0,0,0,0,0,0,0
Seaside Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson's Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,2,3,0,0,0,0,0,0,0,0
Saltmarsh Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0
Savannah Sparrow,0,1,0,0,0,0,0,1,0,0,0,2,0,36,51,44,47,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,68,86,70,58,39,22,4,6,7,0,4,0,0
Song Sparrow,111,73,53,113,96,69,62,68,122,285,196,359,258,200,236,215,201,188,104,94,43,43,28,40,31,41,56,83,63,28,39,43,34,52,69,184,256,285,318,382,258,151,76,101,86,74,58,86
Lincoln's Sparrow,4,7,1,1,1,0,0,2,7,7,10,5,9,7,8,5,38,62,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,8,22,45,38,22,6,11,6,6,0,1,1,0,0,0
Swamp Sparrow,18,21,13,36,19,9,10,15,25,33,24,45,69,79,175,318,403,284,76,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,90,138,120,130,160,83,20,14,23,14,9,6,3
Lincoln's/Swamp Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Eastern Towhee,7,3,4,5,7,7,6,3,4,3,8,11,8,31,189,458,525,233,12,8,1,1,0,0,0,1,0,0,0,0,1,1,0,3,1,15,65,129,98,46,16,6,8,1,1,1,2,6
sparrow sp.,4,4,0,1,0,5,1,1,2,2,1,1,1,4,3,6,3,4,3,5,3,1,0,0,0,3,0,1,2,0,0,0,3,2,2,4,4,11,7,14,12,3,6,4,2,5,5,3
Yellow-breasted Chat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,1,0,0,70,32,1,0,2,1,4,3,0
Bobolink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,6,1,0,1,0,0,0,0,0,1,0,0,0,1,1,5,6,9,1,1,0,1,0,0,0,0,0,0,0,0
Eastern Meadowlark,0,0,0,0,0,0,0,0,1,0,0,1,51,94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,27,7,19,1,0,1,0,0,0,0
Orchard Oriole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,75,121,50,44,9,6,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baltimore Oriole,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157,606,612,504,336,98,58,30,35,18,13,9,14,25,28,63,59,49,53,21,14,3,1,1,0,6,0,0,2,0,0,0,0
Red-winged Blackbird,7,3,6,7,5,49,24,17,91,196,104,278,292,291,401,690,636,562,451,358,115,102,55,76,50,44,74,62,29,20,22,16,6,15,5,8,3,1,43,35,33,28,37,35,17,21,14,14
Brown-headed Cowbird,0,1,1,1,1,1,0,3,5,21,21,36,49,84,112,191,122,62,45,26,10,13,4,8,10,13,13,17,5,6,8,8,7,6,7,12,9,8,23,16,22,6,4,7,1,1,6,2
Rusty Blackbird,46,14,13,18,5,10,6,9,16,8,2,7,4,16,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,20,3,1,8,1,15,7,0,0
Common Grackle,64,59,65,75,80,63,65,55,89,225,142,297,318,272,386,711,743,698,603,442,130,118,85,108,76,61,77,104,90,77,160,164,159,195,183,222,144,97,123,89,72,54,40,43,23,9,21,14
grackle sp.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
blackbird sp.,0,1,0,1,1,0,0,2,1,9,0,8,2,0,0,1,0,2,3,0,0,0,0,1,1,1,3,6,0,0,4,1,0,2,0,1,3,1,10,12,22,16,13,17,6,4,1,1
Ovenbird,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,230,801,704,404,128,11,2,0,0,0,0,0,0,4,4,43,31,53,153,109,154,127,74,13,10,2,1,3,8,3,3,2,2
Worm-eating Warbler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,96,142,24,2,0,0,0,0,1,0,0,0,3,0,30,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
